dataset,rows,cols,nnz,cusparse_kernel_ms,cusparse_e2e_ms,cusparse_gflops,preprocess_adj_ms,preprocess_iter_ms,preprocess_max_ms,mp_adj_ms,mp_adj_gflops,mp_iter_ms,mp_iter_gflops,mp_max_ms,mp_max_gflops,mp_best_strategy,mp_best_ms,mp_best_gflops,mp_e2e_ms,speedup_kernel
ship_003,121728,121728,7964306,1.02713,30.17590,1985.002,243.274,196.818,NA,0.20378,16947.673435,0.19524,16324.720424,NA,NA,iter,0.19524,16324.720424,197.01324,5.261
shipsec5,179860,179860,9933236,1.30101,50.59509,1954.561,257.863,246.117,NA,0.28205,15988.345897,0.26028,16137.603085,NA,NA,iter,0.26028,16137.603085,246.37728,4.999
shock-9,36476,36476,142580,0.10455,5.91731,349.112,11.304,11.779,NA,0.03818,7473.675537,0.03822,7466.541803,NA,NA,adj,0.03818,7473.675537,11.34218,2.738
shyy161,76480,76480,329762,0.18954,12.25597,445.382,21.899,20.932,NA,0.07336,8447.124431,0.07172,7913.649591,NA,NA,iter,0.07172,7913.649591,21.00372,2.643
Si10H16,17077,17077,858846,0.17211,4.10025,1277.436,48.005,55.163,NA,0.09724,10920.640656,0.07879,11455.783858,NA,NA,iter,0.07879,11455.783858,55.24179,2.184
Si41Ge41H72,185639,185639,14825626,3.38342,58.16179,1121.753,683.457,707.15,NA,0.77232,19879.569241,0.66339,19792.887794,NA,NA,iter,0.66339,19792.887794,707.81339,5.100
Si87H76,240369,240369,10421262,2.50890,50.89521,1063.351,626.614,614.503,NA,0.74496,19370.490150,0.67535,19064.724993,NA,NA,iter,0.67535,19064.724993,615.17835,3.715
sinc15,11532,11532,568526,0.06767,2.52372,2150.900,33.264,33.1,NA,0.11014,7291.632614,0.08634,8853.130988,NA,NA,iter,0.08634,8853.130988,33.18634,0.784
SiO,33401,33401,1284254,0.29700,7.27736,1106.963,77.353,89.918,NA,0.12845,13720.153510,0.11186,14461.222607,NA,NA,iter,0.11186,14461.222607,90.02986,2.655
skirt,12598,12598,183922,0.03610,2.41071,1304.203,10.839,10.513,NA,0.02249,8077.231486,0.02142,7267.738040,NA,NA,iter,0.02142,7267.738040,10.53442,1.685
smallworld,100000,100000,999996,0.28865,17.24450,886.899,50.978,54.53,NA,0.12020,9180.711874,0.10994,7583.308641,NA,NA,iter,0.10994,7583.308641,54.63994,2.626
sme3Da,12504,12504,874887,0.18158,3.52884,1233.486,86.627,80.613,NA,0.19689,7172.373549,0.19626,7156.840168,NA,NA,iter,0.19626,7156.840168,80.80926,0.925
sme3Dc,42930,42930,3148656,1.18555,12.47759,679.903,322.074,295.087,NA,0.40178,13616.066298,0.41415,13164.355146,NA,NA,adj,0.40178,13616.066298,322.47578,2.951
soc-Epinions1,75888,75888,508837,0.22515,13.57754,578.553,49.303,52.398,NA,0.35946,2740.474092,0.31642,2905.993559,NA,NA,iter,0.31642,2905.993559,52.71442,0.712
soc-sign-epinions,131828,131828,841372,0.35572,22.00520,605.513,94.216,110.406,NA,0.42039,5165.255616,0.44333,4434.646693,NA,NA,adj,0.42039,5165.255616,94.63639,0.846
soc-sign-Slashdot081106,77357,77357,516575,0.23200,13.22012,570.020,65.34,61.428,NA,0.17900,7233.317725,0.15172,7706.479416,NA,NA,iter,0.15172,7706.479416,61.57972,1.529
soc-sign-Slashdot090221,82144,82144,549202,0.24709,13.32778,569.003,62.794,66.759,NA,0.18833,7327.881549,0.16728,7420.764142,NA,NA,iter,0.16728,7420.764142,66.92628,1.477
soc-Slashdot0902,82168,82168,948464,0.41406,14.41539,586.398,98.733,102.739,NA,0.47795,4270.243283,0.43731,4317.144975,NA,NA,iter,0.43731,4317.144975,103.17631,0.947
spal_004,10203,321696,46168124,25.82737,147.07042,457.617,6720.31,4420.05,NA,13.40527,11394.643517,7.69753,10780.213352,NA,NA,iter,7.69753,10780.213352,4427.74753,3.355
sparsine,50000,50000,1498988,0.72810,10.42904,527.043,171.278,173.226,NA,0.18502,17326.189303,0.18501,17326.315569,NA,NA,iter,0.18501,17326.315569,173.41101,3.935
srb1,54924,54924,2907228,0.26153,12.61987,2845.760,57.031,53.324,NA,0.13848,8452.132533,0.09695,9036.924012,NA,NA,iter,0.09695,9036.924012,53.42095,2.698
Stanford_Berkeley,683446,683446,7583376,2.78907,114.43601,696.055,588.048,11360.2,NA,12.43054,1240.355875,12.42819,1179.480057,NA,NA,iter,12.42819,1179.480057,11372.62819,0.224
stat96v2,29089,957432,2852184,0.68721,99.38224,1062.505,179.361,138.621,NA,0.69339,5937.773730,0.64899,3511.426746,NA,NA,iter,0.64899,3511.426746,139.26999,1.059
std1_Jac2,21982,21982,1248731,0.25276,6.67452,1264.717,45.629,68.24,NA,0.16241,6366.708450,0.12638,7337.027808,NA,NA,iter,0.12638,7337.027808,68.36638,2.000
std1_Jac3,21982,21982,1455848,0.28436,5.96728,1310.630,51.625,80.652,NA,0.17449,6593.803062,0.13986,7407.468066,NA,NA,iter,0.13986,7407.468066,80.79186,2.033
StocF-1465,1465137,1465137,19540252,6.27223,328.79861,797.533,1429.04,2094.92,NA,2.04395,12220.660626,1.89510,12608.260994,NA,NA,iter,1.89510,12608.260994,2096.81510,3.310
stokes128,49666,49666,525312,0.17567,8.45501,765.504,26.784,27.836,NA,0.06424,9990.169495,0.06117,9394.308900,NA,NA,iter,0.06117,9394.308900,27.89717,2.872
stokes64s,12546,12546,131584,0.03002,2.20888,1121.965,7.13,6.388,NA,0.01879,8595.518737,0.01686,8589.064604,NA,NA,iter,0.01686,8589.064604,6.40486,1.781
stormG2_1000,528185,1377306,3459881,1.93378,169.41879,458.029,314.249,284.564,NA,0.67297,9545.709160,0.65726,9673.985082,NA,NA,iter,0.65726,9673.985082,285.22126,2.942
struct3,53570,53570,1120124,0.19814,10.05958,1447.217,34.446,39.84,NA,0.06099,11728.139331,0.05956,10945.804586,NA,NA,iter,0.05956,10945.804586,39.89956,3.327
t2dah,11445,11445,164672,0.03332,2.09722,1265.151,6.791,6.423,NA,0.01974,8131.120280,0.01893,5706.394519,NA,NA,iter,0.01893,5706.394519,6.44193,1.760
t2dah_e,11445,11445,164672,0.03336,1.98469,1263.597,7.447,6.502,NA,0.01968,8156.503783,0.01909,5658.369127,NA,NA,iter,0.01909,5658.369127,6.52109,1.748
t3dh,79171,79171,4272934,0.73839,18.36919,1481.435,226.86,195.361,NA,0.17449,19316.996024,0.16759,17517.879218,NA,NA,iter,0.16759,17517.879218,195.52859,4.406
t3dh_e,79171,79171,4272934,0.73361,19.07905,1491.072,203.286,217.12,NA,0.17447,19319.261977,0.16790,17485.826751,NA,NA,iter,0.16790,17485.826751,217.28790,4.369
t3dl,20360,20360,489506,0.10449,4.25533,1199.299,31.972,34.346,NA,0.04401,11783.712996,0.04254,11525.854693,NA,NA,iter,0.04254,11525.854693,34.38854,2.456
t60k,60005,60005,178880,0.13804,10.26108,331.751,12.507,12.915,NA,0.05528,6536.939456,0.05533,6530.285865,NA,NA,adj,0.05528,6536.939456,12.56228,2.497
tandem_vtx,18454,18454,234896,0.07456,3.49112,806.482,19.143,18.768,NA,0.03660,8088.640240,0.03389,7664.531587,NA,NA,iter,0.03389,7664.531587,18.80189,2.200
ted_AB,10605,10605,522387,0.08555,2.65000,1563.214,12.793,14.205,NA,0.03404,7777.617488,0.03398,7463.773613,NA,NA,iter,0.03398,7463.773613,14.23898,2.518
ted_A_unscaled,10605,10605,424587,0.07279,2.31794,1493.342,9.092,10.688,NA,0.02851,7550.574682,0.02886,7074.520843,NA,NA,adj,0.02851,7550.574682,9.12051,2.553
ted_B,10605,10605,133974,0.02808,1.74867,1221.582,3.543,3.719,NA,0.01563,5382.962069,0.01546,5361.589501,NA,NA,iter,0.01546,5361.589501,3.73446,1.816
TF16,15437,19321,216173,0.07852,3.41411,704.789,23.062,20.938,NA,0.03764,10370.402467,0.03609,10632.462935,NA,NA,iter,0.03609,10632.462935,20.97409,2.176
TF17,38132,48630,586218,0.23323,8.36627,643.460,57.266,63.39,NA,0.08110,13434.343823,0.07817,13700.953898,NA,NA,iter,0.07817,13700.953898,63.46817,2.984
TF19,241029,317955,4370721,2.32557,56.77755,481.132,430.134,423.23,NA,0.60371,14020.489630,0.56889,14603.614561,NA,NA,iter,0.56889,14603.614561,423.79889,4.088
thermal2,1228045,1228045,7352268,3.38055,212.38383,556.767,663.618,691.931,NA,1.26597,9661.266516,1.21747,9694.093627,NA,NA,iter,1.21747,9694.093627,693.14847,2.777
thermomech_dM,204316,204316,1218800,0.82490,49.71978,378.245,131.249,133.227,NA,0.28910,10560.385091,0.29641,10299.896636,NA,NA,adj,0.28910,10560.385091,131.53810,2.853
thermomech_TC,102158,102158,609400,0.39897,16.50019,391.022,82.777,83.722,NA,0.14082,10918.207938,0.14578,10504.748254,NA,NA,adj,0.14082,10918.207938,82.91782,2.833
thread,29736,29736,4440312,0.53420,11.86786,2127.891,112.211,108.475,NA,0.12829,17663.856397,0.09908,17483.467798,NA,NA,iter,0.09908,17483.467798,108.57408,5.392
tmt_unsym,917825,917825,4584801,2.27944,145.90475,514.910,338.96,301.702,NA,0.84742,11041.655282,0.77849,9610.273497,NA,NA,iter,0.77849,9610.273497,302.48049,2.928
tomographic1,73159,59498,647495,0.33401,11.12046,496.271,52.308,51.94,NA,0.14219,7546.017555,0.11950,7777.343670,NA,NA,iter,0.11950,7777.343670,52.05950,2.795
torsion1,40000,40000,157608,0.11432,6.44319,352.938,13.977,12.236,NA,0.04395,9042.311097,0.04096,7723.199633,NA,NA,iter,0.04096,7723.199633,12.27696,2.791
torso2,115967,115967,1033473,0.31424,23.73803,841.925,53.63,40.913,NA,0.11791,10293.303619,0.11133,8533.333414,NA,NA,iter,0.11133,8533.333414,41.02433,2.823
tp-6,142752,1014301,11537419,3.64544,148.71065,810.212,1106.13,1.40752e+06,NA,138.44397,164.985374,139.04936,143.461575,NA,NA,adj,138.44397,164.985374,1244.57397,0.026
trans5,116835,116835,766396,0.36765,20.05199,533.652,52.491,4272.04,NA,17.12937,69.808163,17.08331,67.805864,NA,NA,iter,17.08331,67.805864,4289.12331,0.022
transient,178866,178866,961790,0.55165,31.41622,446.331,79.495,1012.73,NA,12.00228,133.190224,9.19796,159.384038,NA,NA,iter,9.19796,159.384038,1021.92796,0.060
trdheim,22098,22098,1913226,0.23035,7.38303,2126.232,36.103,35.148,NA,0.04819,14242.432857,0.04704,13969.525297,NA,NA,iter,0.04704,13969.525297,35.19504,4.897
Trefethen_20000b,19999,19999,534436,0.13483,3.56796,1014.760,41.287,39.311,NA,0.06283,14161.668479,0.05888,13721.599973,NA,NA,iter,0.05888,13721.599973,39.36988,2.290
TSOPF_FS_b162_c1,10798,10798,605616,0.11950,2.74013,1297.378,13.657,26.956,NA,0.58327,456.067403,0.58026,420.880233,NA,NA,iter,0.58026,420.880233,27.53626,0.206
TSOPF_FS_b162_c3,30798,30798,1793376,0.30845,7.50388,1488.427,35.732,143.092,NA,1.79390,428.783138,1.85844,379.211833,NA,NA,adj,1.79390,428.783138,37.52590,0.172
TSOPF_FS_b300,29214,29214,4392346,0.67764,10.94429,1659.343,74.049,360.763,NA,1.74789,827.127239,1.85580,739.056473,NA,NA,adj,1.74789,827.127239,75.79689,0.388
TSOPF_FS_b300_c2,56814,56814,8752790,1.13326,21.96641,1977.221,137.483,1067.37,NA,3.87049,739.166836,3.96065,685.111527,NA,NA,adj,3.87049,739.166836,141.35349,0.293
TSOPF_FS_b300_c3,84414,84414,13114354,1.97066,38.93534,1703.626,201.392,2286,NA,5.99413,713.396812,6.00117,675.702497,NA,NA,adj,5.99413,713.396812,207.38613,0.329
TSOPF_FS_b39_c30,120216,120216,3091042,0.58251,22.73485,1358.437,83.712,1110.92,NA,9.05806,204.786017,9.04681,179.494229,NA,NA,iter,9.04681,179.494229,1119.96681,0.064
TSOPF_FS_b9_c6,14454,14454,144342,0.05954,2.35135,620.666,5.668,20.162,NA,0.97444,166.658260,1.05830,132.706339,NA,NA,adj,0.97444,166.658260,6.64244,0.061
TSOPF_RS_b162_c4,20374,20374,812749,0.12634,6.07875,1646.849,16.107,18.403,NA,0.03359,10969.755888,0.03150,10530.039333,NA,NA,iter,0.03150,10530.039333,18.43450,4.011
TSOPF_RS_b2052_c1,25626,25626,6761100,0.73863,14.50915,2343.308,94.289,147.276,NA,0.14692,13139.670771,0.11934,15830.582049,NA,NA,iter,0.11934,15830.582049,147.39534,6.189
TSOPF_RS_b2383_c1,38120,38120,16171169,1.20639,34.48005,3431.562,275.226,407.108,NA,0.34740,12812.451022,0.34025,12899.386540,NA,NA,iter,0.34025,12899.386540,407.44825,3.546
TSOPF_RS_b300_c2,28338,28338,2943887,0.34361,16.05864,2193.264,50.473,60.49,NA,0.06797,14238.023956,0.06179,14762.744826,NA,NA,iter,0.06179,14762.744826,60.55179,5.561
TSOPF_RS_b39_c19,38098,38098,684206,0.13994,7.78389,1251.657,19.517,19.127,NA,0.04704,9417.500973,0.04477,8696.438701,NA,NA,iter,0.04477,8696.438701,19.17177,3.126
TSOPF_RS_b39_c30,60098,60098,1079986,0.21180,10.88740,1305.340,28.232,30.613,NA,0.06922,10096.094995,0.06578,9336.986271,NA,NA,iter,0.06578,9336.986271,30.67878,3.220
TSOPF_RS_b678_c1,18696,18696,4396289,0.48542,9.81742,2318.525,61.919,89.162,NA,0.11149,11366.642155,0.09277,13339.337646,NA,NA,iter,0.09277,13339.337646,89.25477,5.233
ts-palko,22002,47235,1076903,0.26038,10.86070,1058.779,103.682,738.122,NA,6.93277,236.232475,6.93084,235.867854,NA,NA,iter,6.93084,235.867854,745.05284,0.038
tube1,21498,21498,875558,0.12198,4.78688,1837.554,18.623,18.054,NA,0.03742,10847.947800,0.03191,9680.102764,NA,NA,iter,0.03191,9680.102764,18.08591,3.823
tube2,21498,21498,875558,0.12108,4.80392,1851.201,19.658,18.29,NA,0.03789,11315.891888,0.03088,9839.788075,NA,NA,iter,0.03088,9839.788075,18.32088,3.921
twotone,120750,120750,1224224,0.37921,20.06615,826.464,74.821,77.26,NA,0.15831,9911.306358,0.15682,9312.890332,NA,NA,iter,0.15682,9312.890332,77.41682,2.418
usroads,129164,129164,330870,0.29348,29.44970,288.617,34.663,34.375,NA,0.11313,6840.839782,0.11379,6801.439969,NA,NA,adj,0.11313,6840.839782,34.77613,2.594
ut2010,115406,115406,572066,0.37884,38.99752,386.573,69.507,69.788,NA,0.12747,9552.956459,0.12876,9342.197976,NA,NA,adj,0.12747,9552.956459,69.63447,2.972
va2010,285762,285762,1402128,0.87882,45.21946,408.441,214.473,147.521,NA,0.28590,10398.051481,0.28097,10491.843488,NA,NA,iter,0.28097,10491.843488,147.80197,3.128
venkat01,62424,62424,1717792,0.25555,12.29083,1720.821,49.434,49.833,NA,0.07580,12341.313129,0.07289,12355.829971,NA,NA,iter,0.07289,12355.829971,49.90589,3.506
venkat50,62424,62424,1717792,0.25537,12.34476,1722.063,61.978,52.869,NA,0.07586,12331.317389,0.07303,12331.576299,NA,NA,iter,0.07303,12331.576299,52.94203,3.497
venturiLevel3,4026819,4026819,16108474,8.92795,651.86499,461.894,1528.08,1099.17,NA,3.48725,7007.690998,3.47789,7024.712302,NA,NA,iter,3.47789,7024.712302,1102.64789,2.567
vibrobox,12328,12328,330500,0.05792,2.17320,1460.838,20.359,22.47,NA,0.06142,5897.965952,0.04579,7452.593820,NA,NA,iter,0.04579,7452.593820,22.51579,1.265
viscorocks,37762,37762,1162244,0.17676,7.73369,1683.283,43.618,28.742,NA,0.05364,13441.466625,0.04592,10631.221767,NA,NA,iter,0.04592,10631.221767,28.78792,3.849
vsp_bcsstk30_500sep_10in_1Kout,58348,58348,4033156,1.94551,27.85615,530.702,521.162,434.811,NA,0.42765,19257.956308,0.44356,18548.933758,NA,NA,adj,0.42765,19257.956308,521.58965,4.549
vsp_befref_fxm_2_4_air02,14109,14109,196448,0.06242,2.66867,805.701,15.551,13.648,NA,0.63044,382.756723,0.47448,469.060784,NA,NA,iter,0.47448,469.060784,14.12248,0.132
vsp_c-30_data_data,11023,11023,124368,0.03840,1.86386,829.120,5.635,5.963,NA,0.33376,353.537471,0.30779,316.082239,NA,NA,iter,0.30779,316.082239,6.27079,0.125
vsp_finan512_scagr7-2c_rlfddd,139752,139752,1104040,0.48885,25.26358,578.159,100.292,92.499,NA,0.99422,1782.260076,0.69175,2517.452815,NA,NA,iter,0.69175,2517.452815,93.19075,0.707
vsp_model1_crew1_cr42_south31,45101,45101,379952,0.17215,9.03849,565.001,33.936,111.162,NA,2.84545,225.205496,2.49047,240.411165,NA,NA,iter,2.49047,240.411165,113.65247,0.069
vsp_msc10848_300sep_100in_1Kout,21996,21996,2442056,0.67734,12.50923,922.979,280.528,246.734,NA,0.27172,17720.845361,0.29245,16430.700544,NA,NA,adj,0.27172,17720.845361,280.79972,2.493
vsp_sctap1-2b_and_seymourl,40174,40174,281662,0.15067,9.86228,478.565,26.489,25.915,NA,1.06560,497.516087,0.98343,522.393226,NA,NA,iter,0.98343,522.393226,26.89843,0.153
vsp_vibrobox_scagr7-2c_rlfddd,77328,77328,871172,0.34316,14.67447,649.903,68.919,65.949,NA,0.43917,3010.333850,0.37272,3476.234861,NA,NA,iter,0.37272,3476.234861,66.32172,0.921
wa2010,195574,195574,947432,0.62933,35.19663,385.398,95.596,97.672,NA,0.20269,9909.265277,0.20589,9695.493484,NA,NA,adj,0.20269,9909.265277,95.79869,3.105
wang3,26064,26064,177168,0.08983,4.47537,504.925,13.718,14.169,NA,0.03420,10477.604621,0.03251,9595.841568,NA,NA,iter,0.03251,9595.841568,14.20151,2.763
water_tank,60740,60740,2035281,0.36315,14.06225,1434.769,85.167,108.54,NA,0.09359,15677.199558,0.08497,15683.778618,NA,NA,iter,0.08497,15683.778618,108.62497,4.274
wathen120,36441,36441,529320,0.12225,6.95260,1108.477,29.206,21.967,NA,0.05610,12463.684466,0.04583,9679.356375,NA,NA,iter,0.04583,9679.356375,22.01283,2.667
watson_2,352013,677224,1846391,1.24197,85.62926,380.586,177.312,172.138,NA,0.48191,8608.015252,0.46635,7978.568931,NA,NA,iter,0.46635,7978.568931,172.60435,2.663
wave,156317,156317,2118662,0.56940,39.93094,952.536,133.813,131.171,NA,0.21008,12545.447035,0.19843,12412.095634,NA,NA,iter,0.19843,12412.095634,131.36943,2.870
webbase-1M,1000005,1000005,3105536,2.10770,183.86148,377.197,255.698,221.574,NA,1.33515,3899.584463,1.32348,3848.561763,NA,NA,iter,1.32348,3848.561763,222.89748,1.593
web-Google,916428,916428,5105039,3.29679,166.83174,396.413,546.93,545.922,NA,1.36774,8405.102781,1.35862,8358.304936,NA,NA,iter,1.35862,8358.304936,547.28062,2.427
web-NotreDame,325729,325729,1497134,0.72206,50.88131,530.793,91.965,105.901,NA,1.06152,2093.100720,0.65315,3031.882449,NA,NA,iter,0.65315,3031.882449,106.55415,1.106
wheel_601,902103,723605,2170814,1.74825,136.24380,317.876,162.265,212.489,NA,0.88369,5838.151769,0.88338,5836.694930,NA,NA,iter,0.88338,5836.694930,213.37238,1.979
wikipedia-20051105,1634989,1634989,19753078,10.40376,312.60931,486.054,2869.04,2223.17,NA,3.73441,11808.221530,3.60632,11303.247071,NA,NA,iter,3.60632,11303.247071,2226.77632,2.885
wikipedia-20061104,3148440,3148440,39383235,22.12163,554.37671,455.758,4246.55,5462.64,NA,8.20261,11007.665070,7.95675,10499.207008,NA,NA,iter,7.95675,10499.207008,5470.59675,2.780
wikipedia-20070206,3566907,3566907,45030389,25.59988,669.18036,450.306,5018.7,5750.59,NA,9.01525,11482.629070,8.73945,10960.055176,NA,NA,iter,8.73945,10960.055176,5759.32945,2.929
windscreen,22692,22692,1459698,0.17062,5.66162,2190.160,36.019,32.964,NA,0.04901,14863.351065,0.03807,14287.251574,NA,NA,iter,0.03807,14287.251574,33.00207,4.482
wing_nodal,10937,10937,150976,0.04475,1.80284,863.769,22.307,17.9,NA,0.02834,10966.474427,0.02832,10959.363278,NA,NA,iter,0.02832,10959.363278,17.92832,1.580
world,34506,67147,198883,0.13601,12.65791,374.347,17.083,15.597,NA,0.26597,1414.460621,0.26847,1380.204556,NA,NA,adj,0.26597,1414.460621,17.34897,0.511
wv2010,135218,135218,662922,0.43237,29.69757,392.503,79.569,80.809,NA,0.14012,10094.592307,0.14064,9951.361727,NA,NA,adj,0.14012,10094.592307,79.70912,3.086
x104,108384,108384,10059240,1.16824,38.85123,2204.311,219.138,217.601,NA,0.20732,17805.947647,0.20556,16941.476046,NA,NA,iter,0.20556,16941.476046,217.80656,5.683
xenon2,157464,157464,3866688,0.60895,29.95208,1625.533,156.919,158.917,NA,0.20423,14768.231694,0.20023,14195.601670,NA,NA,iter,0.20023,14195.601670,159.11723,3.041
Zd_Jac2_db,22835,22835,676439,0.15903,6.62182,1088.923,25.417,27.049,NA,0.06373,7496.658224,0.04635,9166.593009,NA,NA,iter,0.04635,9166.593009,27.09535,3.431
Zd_Jac3,22835,22835,1916152,0.36268,6.43514,1352.527,65.244,101.388,NA,0.17938,7967.849903,0.15192,8452.520736,NA,NA,iter,0.15192,8452.520736,101.53992,2.387
Zd_Jac6,22835,22835,1711983,0.36948,5.99601,1186.186,59.457,102.559,NA,0.15706,8374.494768,0.14305,8258.153340,NA,NA,iter,0.14305,8258.153340,102.70205,2.583
Zhao1,33861,33861,166453,0.11090,5.61802,384.241,14.061,14.025,NA,0.04225,8065.922986,0.04215,8085.519643,NA,NA,iter,0.04215,8085.519643,14.06715,2.631
